episode,reward
250,4768.800000000001
251,7564.399999999998
252,7043.200000000001
253,8161.800000000001
254,6809.4
255,5629.999999999998
256,6351.199999999998
257,5280.999999999999
258,6988.200000000001
259,6236.799999999999
260,4248.6
261,5921.399999999999
262,5737.799999999997
263,4249.800000000001
264,6149.999999999999
265,5866.000000000001
266,6621.6
267,6127.599999999999
268,6583.799999999997
269,6275.400000000001
270,6140.399999999998
271,4291.000000000001
272,6869.0
273,7703.0
274,7278.399999999998
275,3961.000000000001
276,5365.000000000001
277,7483.999999999999
278,7011.799999999997
279,6797.000000000001
280,3213.4
281,7514.200000000002
282,5369.599999999999
283,6800.600000000004
284,6411.000000000002
285,6952.400000000001
286,7450.799999999999
287,7697.199999999999
288,6765.800000000001
289,5327.199999999999
290,5496.799999999998
291,7301.999999999998
292,4828.000000000002
293,7278.8
294,6485.6
295,6714.4
296,5410.199999999998
297,6921.199999999999
298,4458.000000000001
299,3975.0
300,7549.600000000001
301,7214.000000000001
302,8514.600000000002
303,6113.2
304,6158.4
305,6407.199999999999
306,6495.0
307,5040.000000000001
308,5809.4
309,6758.8
310,7728.000000000001
311,5314.0
312,5449.599999999999
313,5717.800000000001
314,5836.800000000001
315,7490.000000000002
316,7175.000000000001
317,6834.799999999999
318,7186.799999999999
319,4895.000000000001
320,6090.400000000001
321,7026.600000000002
322,6065.2
323,5830.600000000001
324,4530.599999999999
325,7104.199999999999
326,7289.0
327,7222.000000000001
328,5573.4
329,7591.0
330,6352.200000000002
331,5015.8
332,6019.999999999998
333,4476.399999999999
334,6567.800000000002
335,6941.4000000000015
336,6900.400000000001
337,5218.400000000001
338,6535.000000000001
339,5275.2
340,5731.000000000001
341,5472.999999999999
342,4974.2
343,4993.2
344,6773.200000000001
345,5664.0
346,5494.4
347,6885.400000000001
348,4033.2
349,5746.799999999998
350,6447.800000000003
351,5486.799999999999
352,5455.599999999999
353,4616.000000000002
354,4955.000000000001
355,6172.2
356,4367.6
357,5829.799999999998
358,3993.1999999999985
359,6380.800000000001
360,5158.400000000001
361,7513.6
362,6717.2
363,6855.199999999999
364,7404.4000000000015
365,5533.6
366,6576.799999999999
367,5527.399999999999
368,6055.2000000000035
369,5043.2
370,8215.000000000002
371,5383.799999999999
372,7711.399999999998
373,6489.0
374,7234.799999999998
375,4881.399999999999
376,6429.600000000002
377,7825.0
378,6965.799999999997
379,4856.599999999999
380,5600.799999999999
381,7063.000000000002
382,5767.599999999998
383,7538.599999999998
384,6859.4
385,4484.800000000001
386,6366.799999999998
387,6311.6
388,3844.599999999998
389,8850.199999999999
390,4998.0
391,8197.0
392,6338.600000000002
393,5320.199999999999
394,5660.999999999998
395,6666.399999999999
396,7030.4000000000015
397,8102.999999999998
398,7112.8
399,6195.800000000001
400,6413.000000000003
401,6367.0
402,5636.4000000000015
403,6199.199999999999
404,6713.999999999997
405,6282.199999999998
406,6283.5999999999985
407,4677.800000000002
408,5550.200000000001
409,8251.2
410,7385.2
411,8287.8
412,6322.999999999998
413,7681.599999999995
414,6334.200000000001
415,6884.000000000001
416,6406.200000000003
417,6991.999999999998
418,6565.599999999999
419,6729.200000000001
420,6578.999999999999
421,7276.000000000002
422,7453.400000000001
423,6840.5999999999985
424,7093.0
425,7046.799999999999
426,7154.2
427,6631.2000000000035
428,6606.600000000002
429,7064.399999999999
430,7105.599999999999
431,5270.400000000001
432,4435.0
433,7297.000000000001
434,7167.8
435,7543.4000000000015
436,5621.8
437,5025.4
438,6158.799999999999
439,6605.4000000000015
440,7245.4
441,7227.4000000000015
442,8390.800000000001
443,6582.400000000001
444,8016.4
445,7291.200000000001
446,6486.799999999998
447,6400.999999999999
448,7668.200000000001
449,6805.799999999999
450,6301.599999999999
451,6099.999999999997
452,6288.799999999999
453,7124.4000000000015
454,6472.000000000003
455,6937.400000000002
456,6034.6
457,7461.4000000000015
458,8064.8
459,7830.799999999999
460,6961.600000000001
461,7870.799999999999
462,6628.400000000001
463,8195.8
464,7274.600000000002
465,6521.8
466,7959.400000000001
467,7849.2
468,7039.4
469,7136.200000000002
470,6421.000000000001
471,7755.400000000002
472,6966.0
473,6088.800000000001
474,6412.8
475,6062.599999999998
476,7556.199999999999
477,7994.399999999999
478,7595.600000000001
479,6173.000000000001
480,8277.199999999999
481,5113.199999999999
482,6656.2
483,7071.799999999999
484,8152.400000000001
485,6961.2
486,7015.800000000003
487,6913.4
488,7351.2
489,7757.999999999999
490,6363.199999999998
491,6414.200000000002
492,4851.0
493,7707.000000000001
494,8665.399999999998
495,7614.800000000003
496,6210.600000000002
497,7835.400000000001
498,4568.599999999999
499,7550.4000000000015
500,6952.000000000001
501,8844.600000000002
502,6504.000000000002
503,7733.600000000001
504,5054.200000000001
505,6560.400000000002
506,5262.800000000001
507,7078.000000000002
508,7342.799999999999
509,7579.999999999997
510,6912.800000000001
511,6323.8
512,8158.5999999999985
513,7315.000000000001
514,6061.400000000001
515,6690.8
516,6455.599999999999
517,7970.799999999999
518,7940.599999999998
519,8029.800000000002
520,7862.8
521,5514.0
522,7247.200000000002
523,5871.800000000002
524,6583.4
525,7143.600000000001
526,7911.2
527,6086.999999999998
528,5734.400000000002
529,7571.999999999998
530,5522.800000000001
531,8598.2
532,7089.6
533,7374.800000000001
534,7725.600000000001
535,7920.4000000000015
536,7341.600000000002
537,6348.399999999998
538,7912.999999999999
539,7418.800000000001
540,7774.799999999999
541,8924.800000000001
542,7964.600000000002
543,7834.0
544,7792.000000000001
545,7427.400000000001
546,7275.4000000000015
547,6884.2
548,6610.6
549,7952.800000000002
550,6196.799999999999
551,6829.800000000002
552,6948.200000000003
553,6405.600000000001
554,7100.6
555,6949.199999999998
556,7905.8
557,7418.5999999999985
558,4916.5999999999985
559,6762.400000000001
560,7051.200000000003
561,7573.599999999999
562,8773.599999999997
563,6808.000000000002
564,7344.000000000001
565,7340.400000000001
566,7033.000000000001
567,5794.599999999999
568,7453.000000000002
569,6107.799999999997
570,8674.600000000002
571,6600.000000000001
572,6987.8
573,8353.200000000003
574,8736.599999999999
575,7266.999999999999
576,5838.999999999999
577,7276.8
578,7477.600000000002
579,7747.199999999998
580,7000.6
581,6910.800000000001
582,6601.000000000002
583,6254.8
584,7455.000000000003
585,7538.4000000000015
586,6354.000000000001
587,6171.799999999998
588,7412.4
589,6743.200000000002
590,8253.800000000001
591,7068.799999999999
592,7760.7999999999965
593,6434.399999999999
594,7617.799999999998
595,8198.0
596,5669.000000000001
597,7295.0
598,7491.200000000001
599,8370.2
600,6680.399999999997
601,7360.0
602,6991.999999999999
603,7876.6
604,6326.0
605,6500.200000000002
606,6794.6
607,5635.799999999998
608,4120.999999999999
609,6896.800000000002
610,6648.8
611,7673.399999999999
612,6224.599999999999
613,8006.600000000001
614,9814.000000000004
615,6825.600000000002
616,6766.2
617,6176.4
618,7520.400000000001
619,8078.4000000000015
620,5314.6
621,6115.8
622,7194.199999999999
623,6830.7999999999965
624,7751.799999999998
625,6686.200000000003
626,6974.5999999999985
627,7439.200000000001
628,6008.4000000000015
629,7249.199999999998
630,6310.199999999997
631,6408.200000000001
632,7893.799999999999
633,6804.200000000001
634,7467.400000000001
635,6581.4
636,5660.999999999999
637,5264.800000000001
638,7391.5999999999985
639,6961.599999999999
640,7487.199999999999
641,7902.400000000002
642,7771.599999999999
643,7572.199999999998
644,7628.000000000001
645,6473.399999999999
646,7959.600000000001
647,7872.199999999998
648,8960.599999999999
649,7267.399999999999
650,7400.5999999999985
651,6480.999999999999
652,7840.199999999999
653,7976.600000000001
654,7104.000000000001
655,6717.2
656,8730.2
657,7219.600000000001
658,6546.8
659,5740.999999999999
660,8191.399999999997
661,8192.400000000001
662,6795.800000000002
663,7624.200000000001
664,8609.0
665,7828.600000000004
666,7452.200000000002
667,6421.999999999998
668,6250.599999999999
669,7242.4
670,8300.6
671,7285.000000000002
672,7734.4
673,7219.599999999999
674,8174.600000000001
675,7248.6
676,6670.0
677,6320.399999999998
678,7226.999999999999
679,6647.5999999999985
680,5711.400000000001
681,6932.000000000003
682,4600.2
683,6152.400000000001
684,8352.2
685,6501.000000000001
686,6723.4
687,7275.399999999999
688,7506.5999999999985
689,7666.799999999999
690,6789.800000000001
691,8276.400000000001
692,6529.600000000003
693,7685.6
694,6291.6
695,6686.199999999999
696,5378.200000000003
697,6937.399999999997
698,6816.200000000001
699,7606.999999999998
700,7252.999999999998
701,8566.800000000003
702,8321.8
703,7505.800000000001
704,7538.800000000002
705,7366.999999999999
706,8207.6
707,7490.2
708,5520.399999999999
709,7463.199999999997
710,6133.399999999999
711,5850.800000000001
712,8550.199999999999
713,7123.999999999999
714,6119.000000000002
715,6544.399999999999
716,7003.599999999999
717,6531.999999999999
718,7488.599999999999
719,7575.4
720,7405.400000000001
721,5994.399999999998
722,4819.800000000002
723,7425.0
724,7700.399999999999
725,6050.999999999999
726,6492.200000000001
727,7611.200000000002
728,7671.999999999999
729,6803.200000000001
730,7828.800000000002
731,7669.400000000002
732,6813.000000000001
733,6092.399999999998
734,6919.4
735,6020.600000000001
736,7474.4000000000015
737,5554.399999999999
738,6689.799999999998
739,7304.799999999997
740,6780.200000000002
741,6101.4
742,7227.6
743,8288.799999999997
744,6112.199999999999
745,6773.199999999998
746,7160.4
747,6602.999999999999
748,6373.800000000001
749,7951.600000000002
750,7962.400000000001
751,7260.199999999999
752,7401.999999999999
753,6405.799999999999
754,6146.2
755,8207.999999999998
756,6940.800000000001
757,6803.400000000001
758,5790.200000000001
759,5294.600000000001
760,6040.599999999999
761,7075.0
762,7456.599999999999
763,7093.200000000003
764,6956.399999999999
765,7499.8
766,6527.0
767,7222.999999999999
768,6870.4000000000015
769,5405.800000000001
770,7748.800000000002
771,5817.6
772,8609.6
773,6779.999999999999
774,6258.400000000001
775,6743.2
776,9024.8
777,7795.200000000001
778,6552.799999999998
779,6585.000000000001
780,6339.2
781,6886.2
782,6327.199999999999
783,7257.2000000000035
784,6864.799999999999
785,6786.399999999997
786,7590.8
787,7024.399999999999
788,6035.200000000002
789,6525.200000000001
790,6892.400000000001
791,7588.400000000001
792,6105.600000000001
793,7442.199999999999
794,4472.599999999999
795,5473.200000000001
796,5653.799999999999
797,7601.800000000002
798,6739.399999999999
799,7246.000000000002
800,6268.4000000000015
801,5164.599999999999
802,2213.9999999999986
803,7471.2
804,5550.7999999999965
805,4437.8
806,5917.000000000002
807,7571.000000000001
808,6336.999999999998
809,7187.5999999999985
810,8273.6
811,7944.399999999999
812,6717.2
813,5383.800000000001
814,7685.799999999998
815,8156.4000000000015
816,6858.4
817,6140.999999999998
818,6131.2
819,5695.4
820,6647.2
821,6957.199999999999
822,5236.599999999999
823,6760.4
824,8000.799999999999
825,6312.4000000000015
826,8584.8
827,5742.4
828,6810.000000000001
829,4714.6
830,7797.0
831,7208.999999999999
832,6742.0
833,4718.400000000002
834,5042.199999999999
835,7467.799999999999
836,7595.400000000001
837,7548.999999999998
838,7834.000000000002
839,6938.999999999999
840,7391.799999999997
841,6311.200000000001
842,6837.399999999999
843,6741.2
844,5685.999999999999
845,5431.199999999999
846,6792.200000000002
847,6207.600000000001
848,7678.999999999997
849,6446.199999999998
850,7122.6
851,6436.400000000003
852,6611.999999999996
853,6706.2
854,7151.599999999999
855,6417.000000000001
856,7364.999999999999
857,8398.000000000002
858,6825.399999999999
859,7248.599999999999
860,5838.200000000002
861,6609.4000000000015
862,7834.5999999999985
863,7499.5999999999985
864,7893.799999999998
865,7482.2
866,6107.200000000001
867,6451.599999999999
868,7114.399999999999
869,7556.800000000004
870,7278.199999999999
871,6419.399999999999
872,6880.000000000002
873,6657.0
874,6064.800000000001
875,8578.8
876,6692.599999999997
877,6034.199999999998
878,5830.800000000002
879,6973.999999999998
880,7159.000000000004
881,7213.5999999999985
882,7672.000000000002
883,4780.4
884,6278.0
885,5827.6
886,7382.799999999999
887,6107.4000000000015
888,6281.999999999998
889,7696.800000000001
890,7916.400000000002
891,7028.199999999999
892,7604.000000000002
893,7041.800000000005
894,8146.4
895,8213.199999999999
896,7500.5999999999985
897,6868.400000000001
898,5654.200000000001
899,8349.000000000002
900,8526.199999999997
901,7310.999999999998
902,4755.799999999998
903,5612.0
904,6622.6
905,7311.199999999999
906,7642.000000000002
907,5846.399999999999
908,6121.8
909,6867.399999999998
910,4630.4000000000015
911,3987.200000000001
912,7021.800000000001
913,6947.399999999999
914,7183.4
915,7701.399999999999
916,7460.399999999998
917,6932.0
918,7934.599999999997
919,7316.8
920,7434.6
921,7328.8
922,4724.999999999998
923,6296.600000000003
924,8320.0
925,7484.600000000001
926,7279.6
927,7203.599999999999
928,7642.4
929,8360.800000000001
930,7551.6
931,6844.600000000002
932,6729.0
933,7313.799999999997
934,7020.6
935,5655.4000000000015
936,7615.600000000002
937,4838.799999999999
938,7194.999999999999
939,6663.4000000000015
940,6993.800000000003
941,7534.400000000003
942,6241.4
943,6971.800000000001
944,7054.2
945,7641.000000000001
946,6631.399999999998
947,7293.4
948,8005.800000000001
949,8795.4
950,8417.4
951,5075.8
952,6140.000000000001
953,7510.8
954,7266.4
955,5677.999999999998
956,7308.400000000001
957,7614.999999999998
958,7877.599999999998
959,7593.599999999999
960,6997.2
961,7870.800000000004
962,7236.4000000000015
963,6955.200000000001
964,7006.200000000003
965,7819.399999999999
966,6388.8
967,7211.800000000002
968,8286.400000000001
969,7500.800000000001
970,8174.399999999996
971,8435.2
972,7211.0
973,6471.0
974,6927.200000000002
975,7706.600000000001
976,6464.4
977,7753.599999999998
978,7224.400000000003
979,7622.2
980,7689.800000000002
981,7030.999999999999
982,6941.4000000000015
983,7048.0
984,7975.200000000002
985,7026.000000000001
986,8393.800000000003
987,7790.799999999999
988,7086.800000000003
989,7775.4
990,7024.8
991,8611.799999999997
992,7465.799999999999
993,7344.8
994,7032.999999999999
995,7244.600000000001
996,7147.4000000000015
997,8181.4
998,7598.200000000001
999,7768.200000000002
1000,8098.999999999999
1001,6735.5999999999985
1002,7545.600000000002
1003,6666.999999999999
1004,8070.200000000001
1005,7612.6
1006,7130.199999999998
1007,7875.8
1008,6712.800000000003
1009,7228.2
1010,7655.8
1011,7550.599999999999
1012,6639.6
1013,8382.000000000002
1014,9617.199999999997
1015,5654.800000000001
1016,8789.000000000002
1017,8036.5999999999985
1018,6475.0
1019,8476.400000000001
1020,6631.600000000001
1021,5856.6
1022,6503.4000000000015
1023,6837.200000000001
1024,7960.800000000005
1025,8074.799999999999
1026,6947.0
1027,7948.600000000002
1028,6074.8
1029,8530.800000000001
1030,8433.0
1031,7740.6
1032,6197.4000000000015
1033,6182.999999999998
1034,8806.800000000001
1035,7962.800000000003
1036,7485.199999999999
1037,7570.800000000001
1038,7028.800000000001
1039,7182.399999999997
1040,6320.600000000001
1041,5676.999999999999
1042,8442.600000000002
1043,6975.000000000001
1044,6715.199999999998
1045,7595.399999999999
1046,7466.799999999999
1047,6236.6
1048,7960.200000000001
1049,6234.000000000001
1050,8109.399999999999
1051,7413.800000000001
1052,6861.999999999999
1053,6591.200000000001
1054,7724.199999999997
1055,7074.400000000001
1056,7207.399999999999
1057,7399.199999999999
1058,7724.400000000001
1059,7915.400000000002
1060,5860.199999999999
1061,5005.000000000001
1062,6685.999999999999
1063,8230.4
1064,6558.999999999998
1065,6148.000000000001
1066,7192.600000000001
1067,7334.200000000001
1068,7392.6
1069,7826.799999999999
1070,8141.0
1071,8408.2
1072,7254.0
1073,6689.200000000001
1074,7074.400000000003
1075,8095.400000000001
1076,7896.2
1077,7519.7999999999965
1078,8303.000000000002
1079,8045.999999999998
1080,6780.200000000003
1081,7857.999999999996
1082,8390.000000000002
1083,8507.000000000002
1084,8054.799999999998
1085,7105.8
1086,7773.599999999997
1087,7762.2
1088,8232.000000000002
1089,7514.200000000002
1090,6648.199999999998
1091,7800.400000000001
1092,7673.799999999998
1093,7124.400000000002
1094,8081.999999999998
1095,8396.199999999999
1096,5339.799999999997
1097,6422.799999999997
1098,5983.999999999997
1099,7490.2
1100,6996.799999999999
1101,8229.399999999998
1102,7564.599999999999
1103,6954.600000000001
1104,8787.200000000003
1105,7675.199999999999
1106,7939.7999999999965
1107,6891.400000000001
1108,5226.2
1109,5631.000000000001
1110,6607.199999999999
1111,4948.0
1112,8069.000000000001
1113,6266.8
1114,6950.400000000003
1115,7434.799999999998
1116,7542.799999999997
1117,9134.000000000002
1118,6386.199999999999
1119,8107.8
1120,8209.8
1121,8574.800000000001
1122,8261.400000000001
1123,8301.2
1124,7431.2
1125,7628.000000000002
1126,6723.599999999999
1127,6675.399999999999
1128,7775.000000000001
1129,7289.200000000001
1130,9432.199999999999
1131,7999.7999999999965
1132,8134.999999999999
1133,7977.200000000001
1134,8448.400000000001
1135,7962.600000000004
1136,6945.600000000002
1137,7944.399999999998
1138,7723.600000000002
1139,8178.4000000000015
1140,8427.200000000003
1141,7805.199999999997
1142,7109.599999999999
1143,7426.599999999998
1144,8774.999999999998
1145,7674.4000000000015
1146,7368.399999999998
1147,7546.2
1148,7805.000000000001
1149,6377.5999999999985
1150,6071.400000000002
1151,7485.199999999996
1152,7712.5999999999985
1153,6372.2
1154,7410.999999999998
1155,7220.200000000001
1156,6497.8
1157,6938.800000000001
1158,6898.800000000001
1159,7041.799999999999
1160,7499.400000000003
1161,7549.000000000001
1162,7819.600000000002
1163,7929.599999999999
1164,7429.0
1165,6680.999999999997
1166,7886.2
1167,6369.6
1168,4978.399999999999
1169,5176.599999999999
1170,5740.2
1171,6791.600000000002
1172,7960.400000000003
1173,6134.5999999999985
1174,8184.199999999999
1175,8650.199999999999
1176,7215.4
1177,7883.0
1178,6418.199999999999
1179,7451.000000000004
1180,5247.999999999998
1181,8138.599999999999
1182,8326.599999999999
1183,8846.599999999999
1184,7683.800000000003
1185,6966.600000000001
1186,7805.4
1187,5803.800000000002
1188,6612.6
1189,6380.800000000001
1190,4928.200000000002
1191,4762.999999999999
1192,7353.200000000002
1193,7451.800000000002
1194,7830.4000000000015
1195,7919.5999999999985
1196,7581.6
1197,6539.6
1198,7705.800000000001
1199,7734.399999999998
1200,7697.200000000002
1201,6845.800000000003
1202,4928.000000000001
1203,5807.800000000001
1204,4991.199999999998
1205,6941.199999999999
1206,6200.000000000002
1207,6641.999999999999
1208,6027.399999999999
1209,7610.600000000001
1210,6736.200000000001
1211,7747.2
1212,7122.999999999999
1213,6312.400000000001
1214,7453.599999999998
1215,6985.400000000001
1216,7237.399999999999
1217,6546.8
1218,7895.799999999999
1219,8456.800000000001
1220,7269.199999999998
1221,5698.799999999999
1222,8192.2
1223,6766.400000000001
1224,8767.800000000001
1225,7647.399999999999
1226,6497.000000000001
1227,7027.800000000002
1228,6987.199999999999
1229,9762.400000000003
1230,7546.0
1231,6764.400000000001
1232,8241.2
1233,6640.400000000001
1234,7480.800000000002
1235,7870.599999999995
1236,6763.199999999999
1237,8090.0
1238,10176.799999999996
1239,7148.6
1240,7360.400000000001
1241,7355.199999999997
1242,7117.599999999997
1243,7192.999999999998
1244,8888.0
1245,8065.000000000001
1246,8301.799999999997
1247,8011.0
1248,8548.800000000001
1249,7065.599999999999
1250,8244.399999999998
1251,8187.400000000001
1252,8707.2
1253,7593.5999999999985
1254,7366.600000000002
1255,7582.8
1256,6825.000000000001
1257,8422.200000000003
1258,7167.000000000002
1259,6886.399999999997
1260,6945.399999999998
1261,7402.200000000002
1262,8773.6
1263,8346.599999999999
1264,7517.999999999998
1265,7547.399999999998
1266,8413.199999999997
1267,8431.199999999999
1268,6678.0
1269,7182.4
1270,7113.599999999998
1271,8741.2
1272,8259.8
1273,5246.799999999999
1274,7755.000000000001
1275,7782.6
1276,6853.800000000001
1277,6600.0
1278,8018.599999999999
1279,7675.999999999998
1280,6451.200000000001
1281,7221.800000000003
1282,7853.5999999999985
1283,7909.0
1284,7200.199999999999
1285,7581.6
1286,8698.0
1287,8323.600000000002
1288,5303.0
1289,7382.999999999998
1290,8276.999999999998
1291,5326.6
1292,6468.000000000002
1293,6191.200000000004
1294,8174.599999999998
1295,5832.800000000002
1296,7617.5999999999985
1297,6451.399999999998
1298,8260.599999999999
1299,8108.000000000001
1300,8462.4
1301,7439.800000000002
1302,8071.000000000003
1303,6924.200000000002
1304,8635.0
1305,7064.5999999999985
1306,8130.8
1307,8258.2
1308,7040.600000000001
1309,7098.6
1310,7267.199999999997
1311,7354.2
1312,6697.200000000002
1313,7038.600000000001
1314,7993.399999999999
1315,7765.4000000000015
1316,6944.2000000000035
1317,8610.0
1318,6897.399999999998
1319,7600.800000000003
1320,7453.799999999998
1321,7779.799999999998
1322,8506.400000000001
1323,6860.599999999998
1324,9242.0
1325,7947.4
1326,8841.199999999997
1327,7922.799999999999
1328,8130.5999999999985
1329,8334.400000000001
1330,8197.399999999998
1331,7581.4
1332,7461.200000000002
1333,7560.799999999997
1334,8443.800000000003
1335,7447.4
1336,7224.999999999999
1337,8150.0
1338,7946.6
1339,7204.999999999997
1340,6095.8
1341,8406.2
1342,7069.999999999998
1343,7260.000000000003
1344,6005.400000000001
1345,7205.200000000001
1346,7455.200000000002
1347,6048.6
1348,7734.600000000002
1349,8101.999999999998
1350,7343.000000000002
1351,7862.4
1352,8552.199999999997
1353,8114.399999999998
1354,7227.400000000001
1355,8167.800000000001
1356,8494.999999999998
1357,7442.0
1358,7472.6
1359,7386.800000000001
1360,6382.5999999999985
1361,6388.399999999999
1362,7313.400000000002
1363,7322.000000000002
1364,6092.4000000000015
1365,6637.200000000001
1366,5618.8
1367,7258.000000000002
1368,6284.5999999999985
1369,6013.800000000002
1370,7445.2
1371,7044.4
1372,6106.400000000001
1373,6837.999999999999
1374,6776.200000000001
1375,7565.200000000001
1376,7241.4000000000015
1377,6857.0
1378,6687.400000000001
1379,9055.8
1380,7244.4000000000015
1381,7330.400000000001
1382,8187.4
1383,8045.400000000001
1384,7721.999999999999
1385,7106.400000000001
1386,6279.399999999999
1387,7532.199999999999
1388,7557.399999999999
1389,7366.200000000001
1390,7666.4
1391,7557.800000000001
1392,7844.999999999999
1393,5956.000000000001
1394,8452.799999999996
1395,6991.6
1396,7585.400000000002
1397,6780.4
1398,8282.8
1399,8460.199999999999
1400,6878.4000000000015
1401,6936.6
1402,7607.599999999999
1403,7131.799999999999
1404,7690.4
1405,5422.599999999999
1406,6181.6
1407,7576.000000000002
1408,6576.000000000002
1409,7843.2
1410,7682.600000000003
1411,6185.999999999999
1412,9560.199999999999
1413,7415.599999999998
1414,7172.200000000001
1415,6825.4
1416,6233.6
1417,8240.400000000003
1418,7839.599999999999
1419,7770.8
1420,8250.400000000001
1421,8074.799999999998
1422,6550.599999999998
1423,7297.4
1424,7918.399999999999
1425,7026.999999999998
1426,7109.200000000001
1427,5361.200000000001
1428,7099.799999999998
1429,7036.5999999999985
1430,8189.599999999999
1431,7723.399999999998
1432,6211.4000000000015
1433,5069.6
1434,7166.4000000000015
1435,7125.2
1436,6366.600000000002
1437,6949.799999999998
1438,7660.4000000000015
1439,7153.199999999998
1440,7910.199999999999
1441,7573.5999999999985
1442,7668.2
1443,7118.400000000002
1444,6519.400000000001
1445,6466.4
1446,5457.4
1447,7535.200000000001
1448,7064.5999999999985
1449,6445.800000000002
1450,7484.2
